"X" "pokedex_number" "name" "german_name" "japanese_name" "generation" "status" "species" "type_number" "type_1" "height_m" "weight_kg" "abilities_number" "ability_1" "total_points" "hp" "attack" "defense" "sp_attack" "sp_defense" "speed" "catch_rate" "growth_rate" "egg_type_number" "egg_type_1" "egg_cycles" "against_normal" "against_fire" "against_water" "against_electric" "against_grass" "against_ice" "against_fight" "against_poison" "against_ground" "against_flying" "against_psychic" "against_bug" "against_rock" "against_ghost" "against_dragon" "against_dark" "against_steel" "against_fairy" "nb" "nb1"
"73" 92 73 "Tentacruel" "Tentoxa" "<U+30C9><U+30AF><U+30AF><U+30E9><U+30B2> (Dokukurage)" 1 "Normal" "Jellyfish Pokémon" 2 "Water" 1.6 55 3 "Clear Body" 515 80 70 65 80 120 100 60 "Slow" 1 "Water 3" 20 1 0.5 0.5 2 1 0.5 0.5 0.5 2 1 2 0.5 1 1 1 1 0.5 0.5 1 0
"74" 93 74 "Geodude" "Kleinstein" "<U+30A4><U+30B7><U+30C4><U+30D6><U+30C6> (Isitsubute)" 1 "Normal" "Rock Pokémon" 2 "Rock" 0.4 20 3 "Rock Head" 300 40 80 100 30 30 20 255 "Medium Slow" 1 "Mineral" 15 0.5 0.5 4 0 4 2 2 0.25 2 0.5 1 1 0.5 1 1 1 2 1 1 0
"75" 95 75 "Graveler" "Georok" "<U+30B4><U+30ED><U+30FC><U+30F3> (Golone)" 1 "Normal" "Rock Pokémon" 2 "Rock" 1 105 3 "Rock Head" 390 55 95 115 45 45 35 120 "Medium Slow" 1 "Mineral" 15 0.5 0.5 4 0 4 2 2 0.25 2 0.5 1 1 0.5 1 1 1 2 1 1 0
"76" 97 76 "Golem" "Geowaz" "<U+30B4><U+30ED><U+30FC><U+30CB><U+30E3> (Golonya)" 1 "Normal" "Megaton Pokémon" 2 "Rock" 1.4 300 3 "Rock Head" 495 80 120 130 55 65 45 45 "Medium Slow" 1 "Mineral" 15 0.5 0.5 4 0 4 2 2 0.25 2 0.5 1 1 0.5 1 1 1 2 1 1 0
"77" 99 77 "Ponyta" "Ponita" "<U+30DD><U+30CB><U+30FC><U+30BF> (Ponyta)" 1 "Normal" "Fire Horse Pokémon" 1 "Fire" 1 30 3 "Run Away" 410 50 85 55 65 65 90 190 "Medium Fast" 1 "Field" 20 1 0.5 2 1 0.5 0.5 1 1 2 1 1 0.5 2 1 1 1 0.5 0.5 2 0
"78" 101 78 "Rapidash" "Gallopa" "<U+30AE><U+30E3><U+30ED><U+30C3><U+30D7> (Gallop)" 1 "Normal" "Fire Horse Pokémon" 1 "Fire" 1.7 95 3 "Run Away" 500 65 100 70 80 80 105 60 "Medium Fast" 1 "Field" 20 1 0.5 2 1 0.5 0.5 1 1 2 1 1 0.5 2 1 1 1 0.5 0.5 2 0
"79" 103 79 "Slowpoke" "Flegmon" "<U+30E4><U+30C9><U+30F3> (Yadon)" 1 "Normal" "Dopey Pokémon" 2 "Water" 1.2 36 3 "Oblivious" 315 90 65 65 40 40 15 190 "Medium Fast" 2 "Monster" 20 1 0.5 0.5 2 2 0.5 0.5 1 1 1 0.5 2 1 2 1 2 0.5 1 0 0
"80" 105 80 "Slowbro" "Lahmus" "<U+30E4><U+30C9><U+30E9><U+30F3> (Yadoran)" 1 "Normal" "Hermit Crab Pokémon" 2 "Water" 1.6 78.5 3 "Oblivious" 490 95 75 110 100 80 30 75 "Medium Fast" 2 "Monster" 20 1 0.5 0.5 2 2 0.5 0.5 1 1 1 0.5 2 1 2 1 2 0.5 1 0 0
"81" 108 81 "Magnemite" "Magnetilo" "<U+30B3><U+30A4><U+30EB> (Coil)" 1 "Normal" "Magnet Pokémon" 2 "Electric" 0.3 6 3 "Magnet Pull" 325 25 35 70 95 55 45 190 "Medium Fast" 1 "Mineral" 20 0.5 2 1 0.5 0.5 0.5 2 0 4 0.25 0.5 0.5 0.5 1 0.5 1 0.25 0.5 2 0
"82" 109 82 "Magneton" "Magneton" "<U+30EC><U+30A2><U+30B3><U+30A4><U+30EB> (Rarecoil)" 1 "Normal" "Magnet Pokémon" 2 "Electric" 1 60 3 "Magnet Pull" 465 50 60 95 120 70 70 60 "Medium Fast" 1 "Mineral" 20 0.5 2 1 0.5 0.5 0.5 2 0 4 0.25 0.5 0.5 0.5 1 0.5 1 0.25 0.5 2 0
"83" 110 83 "Farfetch'd" "Porenta" "<U+30AB><U+30E2><U+30CD><U+30AE> (Kamonegi)" 1 "Normal" "Wild Duck Pokémon" 2 "Normal" 0.8 15 3 "Keen Eye" 377 52 90 55 58 62 60 45 "Medium Fast" 2 "Field" 20 1 1 1 2 0.5 2 1 1 0 1 1 0.5 2 0 1 1 1 1 0 0
"84" 112 84 "Doduo" "Dodu" "<U+30C9><U+30FC><U+30C9><U+30FC> (Dodo)" 1 "Normal" "Twin Bird Pokémon" 2 "Normal" 1.4 39.2 3 "Run Away" 310 35 85 45 35 35 75 190 "Medium Fast" 1 "Flying" 20 1 1 1 2 0.5 2 1 1 0 1 1 0.5 2 0 1 1 1 1 1 0
"85" 113 85 "Dodrio" "Dodri" "<U+30C9><U+30FC><U+30C9><U+30EA><U+30AA> (Dodorio)" 1 "Normal" "Triple Bird Pokémon" 2 "Normal" 1.8 85.2 3 "Run Away" 470 60 110 70 60 60 110 45 "Medium Fast" 1 "Flying" 20 1 1 1 2 0.5 2 1 1 0 1 1 0.5 2 0 1 1 1 1 1 0
"86" 114 86 "Seel" "Jurob" "<U+30D1><U+30A6><U+30EF><U+30A6> (Pawou)" 1 "Normal" "Sea Lion Pokémon" 1 "Water" 1.1 90 3 "Thick Fat" 325 65 45 55 45 70 45 190 "Medium Fast" 2 "Field" 20 1 0.25 0.5 2 2 0.25 1 1 1 1 1 1 1 1 1 1 0.5 1 1 0
"87" 115 87 "Dewgong" "Jugong" "<U+30B8><U+30E5><U+30B4><U+30F3> (Jugon)" 1 "Normal" "Sea Lion Pokémon" 2 "Water" 1.7 120 3 "Thick Fat" 475 90 70 80 70 95 70 75 "Medium Fast" 2 "Field" 20 1 0.5 0.5 2 2 125 2 1 1 1 1 1 2 1 1 1 1 1 0 0
"88" 116 88 "Grimer" "Sleima" "<U+30D9><U+30C8><U+30D9><U+30BF><U+30FC> (Betbeter)" 1 "Normal" "Sludge Pokémon" 1 "Poison" 0.9 30 3 "Stench" 325 80 80 50 40 50 25 190 "Medium Fast" 1 "Amorphous" 20 1 1 1 1 0.5 1 0.5 0.5 2 1 2 0.5 1 1 1 1 1 0.5 2 0
"89" 118 89 "Muk" "Sleimok" "<U+30D9><U+30C8><U+30D9><U+30C8><U+30F3> (Betbeton)" 1 "Normal" "Sludge Pokémon" 1 "Poison" 1.2 30 3 "Stench" 500 105 105 75 65 100 50 75 "Medium Fast" 1 "Amorphous" 20 1 1 1 1 0.5 1 0.5 0.5 2 1 2 0.5 1 1 1 1 1 0.5 2 0
"90" 120 90 "Shellder" "Muschas" "<U+30B7><U+30A7><U+30EB><U+30C0><U+30FC> (Shellder)" 1 "Normal" "Bivalve Pokémon" 1 "Water" 0.3 4 3 "Shell Armor" 305 30 65 100 45 25 40 190 "Slow" 1 "Water 3" 20 1 0.5 0.5 2 2 0.5 1 1 1 1 1 1 1 1 1 1 0.5 1 2 0
"91" 121 91 "Cloyster" "Austos" "<U+30D1><U+30EB><U+30B7><U+30A7><U+30F3> (Parshen)" 1 "Normal" "Bivalve Pokémon" 2 "Water" 1.5 132.5 3 "Shell Armor" 525 50 95 180 85 45 70 60 "Slow" 1 "Water 3" 20 1 1 0.5 2 2 0.25 2 1 1 1 1 1 2 1 1 1 1 1 1 0
"92" 122 92 "Gastly" "Nebulak" "<U+30B4><U+30FC><U+30B9> (Ghos)" 1 "Normal" "Gas Pokémon" 2 "Ghost" 1.3 0.1 1 "Levitate" 310 30 35 30 100 35 80 190 "Medium Slow" 1 "Amorphous" 20 0 1 1 1 0.5 1 0 0.25 0 1 2 0.25 1 2 1 2 1 0.5 3 0
"93" 123 93 "Haunter" "Alpollo" "<U+30B4><U+30FC><U+30B9><U+30C8> (Ghost)" 1 "Normal" "Gas Pokémon" 2 "Ghost" 1.6 0.1 1 "Levitate" 405 45 50 45 115 55 95 90 "Medium Slow" 1 "Amorphous" 20 0 1 1 1 0.5 1 0 0.25 0 1 2 0.25 1 2 1 2 1 0.5 3 0
"94" 124 94 "Gengar" "Gengar" "<U+30B2><U+30F3><U+30AC><U+30FC> (Gangar)" 1 "Normal" "Shadow Pokémon" 2 "Ghost" 1.5 40.5 1 "Cursed Body" 500 60 65 60 130 75 110 45 "Medium Slow" 1 "Amorphous" 20 0 1 1 1 0.5 1 0 0.25 2 1 2 0.25 1 2 1 2 1 0.5 3 0
"95" 126 95 "Onix" "Onix" "<U+30A4><U+30EF><U+30FC><U+30AF> (Iwark)" 1 "Normal" "Rock Snake Pokémon" 2 "Rock" 8.8 210 3 "Rock Head" 385 35 45 160 30 45 70 45 "Medium Fast" 1 "Mineral" 25 0.5 0.5 4 0 4 2 2 0.25 2 0.5 1 1 0.5 1 1 1 2 1 1 0
"96" 127 96 "Drowzee" "Traumato" "<U+30B9><U+30EA><U+30FC><U+30D7> (Sleepe)" 1 "Normal" "Hypnosis Pokémon" 1 "Psychic" 1 32.4 3 "Insomnia" 328 60 48 45 43 90 42 190 "Medium Fast" 1 "Human-Like" 20 1 1 1 1 1 1 0.5 1 1 1 0.5 2 1 2 1 2 1 1 2 0
"97" 128 97 "Hypno" "Hypno" "<U+30B9><U+30EA><U+30FC><U+30D1><U+30FC> (Sleeper)" 1 "Normal" "Hypnosis Pokémon" 1 "Psychic" 1.6 75.6 3 "Insomnia" 483 85 73 70 73 115 67 75 "Medium Fast" 1 "Human-Like" 20 1 1 1 1 1 1 0.5 1 1 1 0.5 2 1 2 1 2 1 1 2 0
"98" 129 98 "Krabby" "Krabby" "<U+30AF><U+30E9><U+30D6> (Crab)" 1 "Normal" "River Crab Pokémon" 1 "Water" 0.4 6.5 3 "Hyper Cutter" 325 30 105 90 25 25 50 225 "Medium Fast" 1 "Water 3" 20 1 0.5 0.5 2 2 0.5 1 1 1 1 1 1 1 1 1 1 0.5 1 2 0
"99" 130 99 "Kingler" "Kingler" "<U+30AD><U+30F3><U+30B0><U+30E9><U+30FC> (Kingler)" 1 "Normal" "Pincer Pokémon" 1 "Water" 1.3 60 3 "Hyper Cutter" 475 55 130 115 50 50 75 60 "Medium Fast" 1 "Water 3" 20 1 0.5 0.5 2 2 0.5 1 1 1 1 1 1 1 1 1 1 0.5 1 2 0
"100" 131 100 "Voltorb" "Voltobal" "<U+30D3><U+30EA><U+30EA><U+30C0><U+30DE> (Biriridama)" 1 "Normal" "Ball Pokémon" 1 "Electric" 0.5 10.4 3 "Soundproof" 330 40 30 50 55 55 100 190 "Medium Fast" 1 "Mineral" 20 1 1 1 0.5 1 1 1 1 2 0.5 1 1 1 1 1 1 0.5 1 3 0
"101" 132 101 "Electrode" "Lektrobal" "<U+30DE><U+30EB><U+30DE><U+30A4><U+30F3> (Marumine)" 1 "Normal" "Ball Pokémon" 1 "Electric" 1.2 66.6 3 "Soundproof" 490 60 50 70 80 80 150 60 "Medium Fast" 1 "Mineral" 20 1 1 1 0.5 1 1 1 1 2 0.5 1 1 1 1 1 1 0.5 1 3 0
"102" 133 102 "Exeggcute" "Owei" "<U+30BF><U+30DE><U+30BF><U+30DE> (Tamatama)" 1 "Normal" "Egg Pokémon" 2 "Grass" 0.4 2.5 2 "Chlorophyll" 325 60 40 80 60 45 40 90 "Slow" 1 "Grass" 20 1 2 0.5 0.5 0.5 2 0.5 2 0.5 2 0.5 4 1 2 1 2 1 1 2 0
"103" 134 103 "Exeggutor" "Kokowei" "<U+30CA><U+30C3><U+30B7><U+30FC> (Nassy)" 1 "Normal" "Coconut Pokémon" 2 "Grass" 2 120 2 "Chlorophyll" 530 95 95 85 125 75 55 45 "Slow" 1 "Grass" 20 1 2 0.5 0.5 0.5 2 0.5 2 0.5 2 0.5 4 1 2 1 2 1 1 2 0
"104" 136 104 "Cubone" "Tragosso" "<U+30AB><U+30E9><U+30AB><U+30E9> (Karakara)" 1 "Normal" "Lonely Pokémon" 1 "Ground" 0.4 6.5 3 "Rock Head" 320 50 50 95 40 50 35 190 "Medium Fast" 1 "Monster" 20 1 1 2 0 2 2 1 0.5 1 1 1 1 0.5 1 1 1 1 1 2 0
"105" 137 105 "Marowak" "Knogga" "<U+30AC><U+30E9><U+30AC><U+30E9> (Garagara)" 1 "Normal" "Bone Keeper Pokémon" 1 "Ground" 1 45 3 "Rock Head" 425 60 80 110 50 80 45 75 "Medium Fast" 1 "Monster" 20 1 1 2 0 2 2 1 0.5 1 1 1 1 0.5 1 1 1 1 1 2 0
"106" 139 106 "Hitmonlee" "Kicklee" "<U+30B5><U+30EF><U+30E0><U+30E9><U+30FC> (Sawamular)" 1 "Normal" "Kicking Pokémon" 1 "Fighting" 1.5 49.8 3 "Limber" 455 50 120 53 35 110 87 45 "Medium Fast" 1 "Human-Like" 25 1 1 1 1 1 1 1 1 1 2 2 0.5 0.5 1 1 0.5 1 2 2 0
"107" 140 107 "Hitmonchan" "Nockchan" "<U+30A8><U+30D3><U+30EF><U+30E9><U+30FC> (Ebiwalar)" 1 "Normal" "Punching Pokémon" 1 "Fighting" 1.4 50.2 3 "Keen Eye" 455 50 105 79 35 110 76 45 "Medium Fast" 1 "Human-Like" 25 1 1 1 1 1 1 1 1 1 2 2 0.5 0.5 1 1 0.5 1 2 2 0
"108" 141 108 "Lickitung" "Schlurp" "<U+30D9><U+30ED><U+30EA><U+30F3><U+30AC> (Beroringa)" 1 "Normal" "Licking Pokémon" 1 "Normal" 1.2 65.5 3 "Own Tempo" 385 90 55 75 60 75 30 45 "Medium Fast" 1 "Monster" 20 1 1 1 1 1 1 2 1 1 1 1 1 1 0 1 1 1 1 2 0
"109" 142 109 "Koffing" "Smogon" "<U+30C9><U+30AC><U+30FC><U+30B9> (Dogars)" 1 "Normal" "Poison Gas Pokémon" 1 "Poison" 0.6 1 3 "Levitate" 340 40 65 95 60 45 35 190 "Medium Fast" 1 "Amorphous" 20 1 1 1 1 0.5 1 0.5 0.5 0 1 2 0.5 1 1 1 1 1 0.5 2 0
"110" 143 110 "Weezing" "Smogmog" "<U+30DE><U+30BF><U+30C9><U+30AC><U+30B9> (Matadogas)" 1 "Normal" "Poison Gas Pokémon" 1 "Poison" 1.2 9.5 3 "Levitate" 490 65 90 120 85 70 60 60 "Medium Fast" 1 "Amorphous" 20 1 1 1 1 0.5 1 0.5 0.5 0 1 2 0.5 1 1 1 1 1 0.5 2 0
"111" 145 111 "Rhyhorn" "Rihorn" "<U+30B5><U+30A4><U+30DB><U+30FC><U+30F3> (Sihorn)" 1 "Normal" "Spikes Pokémon" 2 "Ground" 1 115 3 "Lightning Rod" 345 80 85 95 30 30 25 120 "Slow" 2 "Field" 20 0.5 0.5 4 0 4 2 2 0.25 2 0.5 1 1 0.5 1 1 1 2 1 0 0
"112" 146 112 "Rhydon" "Rizeros" "<U+30B5><U+30A4><U+30C9><U+30F3> (Sidon)" 1 "Normal" "Drill Pokémon" 2 "Ground" 1.9 120 3 "Lightning Rod" 485 105 130 120 45 45 40 60 "Slow" 2 "Field" 20 0.5 0.5 4 0 4 2 2 0.25 2 0.5 1 1 0.5 1 1 1 2 1 0 0
"113" 147 113 "Chansey" "Chaneira" "<U+30E9><U+30C3><U+30AD><U+30FC> (Lucky)" 1 "Normal" "Egg Pokémon" 1 "Normal" 1.1 34.6 3 "Natural Cure" 450 250 5 5 35 105 50 30 "Fast" 1 "Fairy" 40 1 1 1 1 1 1 2 1 1 1 1 1 1 0 1 1 1 1 2 0
"114" 148 114 "Tangela" "Tangela" "<U+30E2><U+30F3><U+30B8><U+30E3><U+30E9> (Monjara)" 1 "Normal" "Vine Pokémon" 1 "Grass" 1 35 3 "Chlorophyll" 435 65 55 115 100 40 60 45 "Medium Fast" 1 "Grass" 20 1 2 0.5 0.5 0.5 2 1 2 0.5 2 1 2 1 1 1 1 1 1 2 0
"115" 149 115 "Kangaskhan" "Kangama" "<U+30AC><U+30EB><U+30FC><U+30E9> (Garura)" 1 "Normal" "Parent Pokémon" 1 "Normal" 2.2 80 3 "Early Bird" 490 105 95 80 40 80 90 45 "Medium Fast" 1 "Monster" 20 1 1 1 1 1 1 2 1 1 1 1 1 1 0 1 1 1 1 2 0
"116" 151 116 "Horsea" "Seeper" "<U+30BF><U+30C3><U+30C4><U+30FC> (Tattu)" 1 "Normal" "Dragon Pokémon" 1 "Water" 0.4 8 3 "Swift Swim" 295 30 40 70 70 25 60 225 "Medium Fast" 2 "Dragon" 20 1 0.5 0.5 2 2 0.5 1 1 1 1 1 1 1 1 1 1 0.5 1 1 0
"117" 152 117 "Seadra" "Seemon" "<U+30B7><U+30FC><U+30C9><U+30E9> (Seadra)" 1 "Normal" "Dragon Pokémon" 1 "Water" 1.2 25 3 "Poison Point" 440 55 65 95 95 45 85 75 "Medium Fast" 2 "Dragon" 20 1 0.5 0.5 2 2 0.5 1 1 1 1 1 1 1 1 1 1 0.5 1 1 0
"118" 153 118 "Goldeen" "Goldini" "<U+30C8><U+30B5><U+30AD><U+30F3><U+30C8> (Tosakinto)" 1 "Normal" "Goldfish Pokémon" 1 "Water" 0.6 15 3 "Swift Swim" 320 45 67 60 35 50 63 225 "Medium Fast" 1 "Water 2" 20 1 0.5 0.5 2 2 0.5 1 1 1 1 1 1 1 1 1 1 0.5 1 2 0
"119" 154 119 "Seaking" "Golking" "<U+30A2><U+30BA><U+30DE><U+30AA><U+30A6> (Azumao)" 1 "Normal" "Goldfish Pokémon" 1 "Water" 1.3 39 3 "Swift Swim" 450 80 92 65 65 80 68 60 "Medium Fast" 1 "Water 2" 20 1 0.5 0.5 2 2 0.5 1 1 1 1 1 1 1 1 1 1 0.5 1 2 0
"120" 155 120 "Staryu" "Sterndu" "<U+30D2><U+30C8><U+30C7><U+30DE><U+30F3> (Hitodeman)" 1 "Normal" "Star Shape Pokémon" 1 "Water" 0.8 34.5 3 "Illuminate" 340 30 45 55 70 55 85 225 "Slow" 1 "Water 3" 20 1 0.5 0.5 2 2 0.5 1 1 1 1 1 1 1 1 1 1 0.5 1 3 0
"121" 156 121 "Starmie" "Starmie" "<U+30B9><U+30BF><U+30FC><U+30DF><U+30FC> (Starmie)" 1 "Normal" "Mysterious Pokémon" 2 "Water" 1.1 80 3 "Illuminate" 520 60 75 85 100 85 115 60 "Slow" 1 "Water 3" 20 1 0.5 0.5 2 2 0.5 0.5 1 1 1 0.5 2 1 2 1 2 0.5 1 2 0
"122" 157 122 "Mr. Mime" "Pantimos" "<U+30D0><U+30EA><U+30E4><U+30FC><U+30C9> (Barrierd)" 1 "Normal" "Barrier Pokémon" 2 "Psychic" 1.3 54.5 3 "Soundproof" 460 40 45 65 100 120 90 45 "Medium Fast" 1 "Human-Like" 25 1 1 1 1 1 1 0.25 2 1 1 0.5 1 1 2 0 1 2 1 1 0
"123" 159 123 "Scyther" "Sichlor" "<U+30B9><U+30C8><U+30E9><U+30A4><U+30AF> (Strike)" 1 "Normal" "Mantis Pokémon" 2 "Bug" 1.5 56 3 "Swarm" 500 70 110 80 55 80 105 45 "Medium Fast" 1 "Bug" 25 1 2 1 2 0.25 2 0.25 1 0 2 1 0.5 4 1 1 1 1 1 1 0
"124" 160 124 "Jynx" "Rossana" "<U+30EB><U+30FC><U+30B8><U+30E5><U+30E9> (Rougela)" 1 "Normal" "Human Shape Pokémon" 2 "Ice" 1.4 40.6 3 "Oblivious" 455 65 50 35 115 95 95 45 "Medium Fast" 1 "Human-Like" 25 1 2 1 1 1 0.5 1 1 1 1 0.5 2 2 2 1 2 2 1 1 0
"125" 161 125 "Electabuzz" "Elektek" "<U+30A8><U+30EC><U+30D6><U+30FC> (Eleboo)" 1 "Normal" "Electric Pokémon" 1 "Electric" 1.1 30 2 "Static" 490 65 83 57 95 85 105 45 "Medium Fast" 1 "Human-Like" 25 1 1 1 0.5 1 1 1 1 2 0.5 1 1 1 1 1 1 0.5 1 3 0
"126" 162 126 "Magmar" "Magmar" "<U+30D6><U+30FC><U+30D0><U+30FC> (Boober)" 1 "Normal" "Spitfire Pokémon" 1 "Fire" 1.3 44.5 2 "Flame Body" 495 65 95 57 100 85 93 45 "Medium Fast" 1 "Human-Like" 25 1 0.5 2 1 0.5 0.5 1 1 2 1 1 0.5 2 1 1 1 0.5 0.5 3 0
"127" 163 127 "Pinsir" "Pinsir" "<U+30AB><U+30A4><U+30ED><U+30B9> (Kailios)" 1 "Normal" "Stag Beetle Pokémon" 1 "Bug" 1.5 55 3 "Hyper Cutter" 500 65 125 100 55 70 85 45 "Slow" 1 "Bug" 25 1 2 1 1 0.5 1 0.5 1 0.5 2 1 1 2 1 1 1 1 1 2 0
"128" 165 128 "Tauros" "Tauros" "<U+30B1><U+30F3><U+30BF><U+30ED><U+30B9> (Kentauros)" 1 "Normal" "Wild Bull Pokémon" 1 "Normal" 1.4 88.4 3 "Intimidate" 490 75 100 95 40 70 110 45 "Slow" 1 "Field" 20 1 1 1 1 1 1 2 1 1 1 1 1 1 0 1 1 1 1 2 0
"129" 166 129 "Magikarp" "Karpador" "<U+30B3><U+30A4><U+30AD><U+30F3><U+30B0> (Koiking)" 1 "Normal" "Fish Pokémon" 1 "Water" 0.9 10 2 "Swift Swim" 200 20 10 55 15 20 80 255 "Slow" 2 "Dragon" 5 1 0.5 0.5 2 2 0.5 1 1 1 1 1 1 1 1 1 1 0.5 1 2 0
"130" 167 130 "Gyarados" "Garados" "<U+30AE><U+30E3><U+30E9><U+30C9><U+30B9> (Gyarados)" 1 "Normal" "Atrocious Pokémon" 2 "Water" 6.5 235 2 "Intimidate" 540 95 125 79 60 100 81 45 "Slow" 2 "Dragon" 5 1 0.5 0.5 4 1 1 0.5 1 0 1 1 0.5 2 1 1 1 0.5 1 1 0
"131" 169 131 "Lapras" "Lapras" "<U+30E9><U+30D7><U+30E9><U+30B9> (Laplace)" 1 "Normal" "Transport Pokémon" 2 "Water" 2.5 220 3 "Water Absorb" 535 130 85 80 85 95 60 45 "Slow" 2 "Monster" 40 1 1 0 2 2 0.25 2 1 1 1 1 1 2 1 1 1 1 1 0 0
"132" 170 132 "Ditto" "Ditto" "<U+30E1><U+30BF><U+30E2><U+30F3> (Metamon)" 1 "Normal" "Transform Pokémon" 1 "Normal" 0.3 4 2 "Limber" 288 48 48 48 48 48 48 35 "Medium Fast" 1 "Ditto" 20 1 1 1 1 1 1 2 1 1 1 1 1 1 0 1 1 1 1 4 0
"133" 171 133 "Eevee" "Evoli" "<U+30A4><U+30FC><U+30D6><U+30A4> (Eievui)" 1 "Normal" "Evolution Pokémon" 1 "Normal" 0.3 6.5 3 "Run Away" 325 55 55 50 45 65 55 45 "Medium Fast" 1 "Field" 35 1 1 1 1 1 1 2 1 1 1 1 1 1 0 1 1 1 1 2 0
"134" 173 134 "Vaporeon" "Aquana" "<U+30B7><U+30E3><U+30EF><U+30FC><U+30BA> (Showers)" 1 "Normal" "Bubble Jet Pokémon" 1 "Water" 1 29 2 "Water Absorb" 525 130 65 60 110 95 65 45 "Medium Fast" 1 "Field" 35 1 0.5 0 2 2 0.5 1 1 1 1 1 1 1 1 1 1 0.5 1 3 0
"135" 174 135 "Jolteon" "Blitza" "<U+30B5><U+30F3><U+30C0><U+30FC><U+30B9> (Thunders)" 1 "Normal" "Lightning Pokémon" 1 "Electric" 0.8 24.5 2 "Volt Absorb" 525 65 65 60 110 95 130 45 "Medium Fast" 1 "Field" 35 1 1 1 0 1 1 1 1 2 0.5 1 1 1 1 1 1 0.5 1 3 0
"136" 175 136 "Flareon" "Flamara" "<U+30D6><U+30FC><U+30B9><U+30BF><U+30FC> (Booster)" 1 "Normal" "Flame Pokémon" 1 "Fire" 0.9 25 2 "Flash Fire" 525 65 130 60 95 110 65 45 "Medium Fast" 1 "Field" 35 1 0 2 1 0.5 0.5 1 1 2 1 1 0.5 2 1 1 1 0.5 0.5 3 0
"137" 176 137 "Porygon" "Porygon" "<U+30DD><U+30EA><U+30B4><U+30F3> (Porygon)" 1 "Normal" "Virtual Pokémon" 1 "Normal" 0.8 36.5 3 "Trace" 395 65 60 70 85 75 40 45 "Medium Fast" 1 "Mineral" 20 1 1 1 1 1 1 2 1 1 1 1 1 1 0 1 1 1 1 3 0
"138" 177 138 "Omanyte" "Amonitas" "<U+30AA><U+30E0><U+30CA><U+30A4><U+30C8> (Omnite)" 1 "Normal" "Spiral Pokémon" 2 "Rock" 0.4 7.5 3 "Swift Swim" 355 35 40 100 90 55 35 45 "Medium Fast" 2 "Water 1" 30 0.5 0.25 1 2 4 0.5 2 0.5 2 0.5 1 1 1 1 1 1 1 1 0 0
"139" 178 139 "Omastar" "Amoroso" "<U+30AA><U+30E0><U+30B9><U+30BF><U+30FC> (Omstar)" 1 "Normal" "Spiral Pokémon" 2 "Rock" 1 35 3 "Swift Swim" 495 70 60 125 115 70 55 45 "Medium Fast" 2 "Water 1" 30 0.5 0.25 1 2 4 0.5 2 0.5 2 0.5 1 1 1 1 1 1 1 1 0 0
"140" 179 140 "Kabuto" "Kabuto" "<U+30AB><U+30D6><U+30C8> (Kabuto)" 1 "Normal" "Shellfish Pokémon" 2 "Rock" 0.5 11.5 3 "Swift Swim" 355 30 80 90 55 45 55 45 "Medium Fast" 2 "Water 1" 30 0.5 0.25 1 2 4 0.5 2 0.5 2 0.5 1 1 1 1 1 1 1 1 0 0
"141" 180 141 "Kabutops" "Kabutops" "<U+30AB><U+30D6><U+30C8><U+30D7><U+30B9> (Kabutops)" 1 "Normal" "Shellfish Pokémon" 2 "Rock" 1.3 40.5 3 "Swift Swim" 495 60 115 105 65 70 80 45 "Medium Fast" 2 "Water 1" 30 0.5 0.25 1 2 4 0.5 2 0.5 2 0.5 1 1 1 1 1 1 1 1 0 0
"142" 181 142 "Aerodactyl" "Aerodactyl" "<U+30D7><U+30C6><U+30E9> (Ptera)" 1 "Normal" "Fossil Pokémon" 2 "Rock" 1.8 59 3 "Rock Head" 515 80 105 65 60 75 130 45 "Slow" 1 "Flying" 35 0.5 0.5 2 2 1 2 1 0.5 0 0.5 1 0.5 2 1 1 1 2 1 1 0
"143" 183 143 "Snorlax" "Relaxo" "<U+30AB><U+30D3><U+30B4><U+30F3> (Kabigon)" 1 "Normal" "Sleeping Pokémon" 1 "Normal" 2.1 460 3 "Immunity" 540 160 110 65 65 110 30 25 "Slow" 1 "Monster" 40 1 1 1 1 1 1 2 1 1 1 1 1 1 0 1 1 1 1 2 0
"144" 184 144 "Articuno" "Arktos" "<U+30D5><U+30EA><U+30FC><U+30B6><U+30FC> (Freezer)" 1 "Sub Legendary" "Freeze Pokémon" 2 "Ice" 1.7 55.4 2 "Pressure" 580 90 85 100 95 125 85 3 "Slow" 1 "Undiscovered" 80 1 2 1 2 0.5 1 1 1 0 1 1 0.5 4 1 1 1 2 1 3 0
"145" 186 145 "Zapdos" "Zapdos" "<U+30B5><U+30F3><U+30C0><U+30FC> (Thunder)" 1 "Sub Legendary" "Electric Pokémon" 2 "Electric" 1.6 52.6 2 "Pressure" 580 90 90 85 125 90 100 3 "Slow" 1 "Undiscovered" 80 1 1 1 1 0.5 2 0.5 1 0 0.5 1 0.5 2 1 1 1 0.5 1 3 0
"146" 188 146 "Moltres" "Lavados" "<U+30D5><U+30A1><U+30A4><U+30E4><U+30FC> (Fire)" 1 "Sub Legendary" "Flame Pokémon" 2 "Fire" 2 60 2 "Pressure" 580 90 100 90 125 85 90 3 "Slow" 1 "Undiscovered" 80 1 0.5 2 2 0.25 1 0.5 1 0 1 1 0.25 4 1 1 1 0.5 0.5 3 0
